headline,web_url,snippet,source,keywords,pub_date,word_count,byline.original,byline.person,byline.organization,title,id,genres,languages,countries,release_date,runtime,overview
"‘The Sun Is Also a Star’ Review: A Charming, if Generic, Adolescent Love Story",https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"Yara Shahidi and Charles Melton play teenagers falling in love on a hectic, sunny day in New York.",The New York Times,"subject: Movies;creative_works: The Sun Is also a Star (Movie);persons: Russo-Young, Ry;persons: Shahidi, Yara (2000- );persons: Yoon, Nicola (Author);persons: Melton, Charles (1991- );",2019-05-15T16:01:27+0000,697,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,The Sun Is Also a Star,508791,"Romance, Drama",English,United States of America,2019-05-16,100,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth."
‘Shéhérazade’ Review: Love in the Mean Streets of Marseille,https://www.nytimes.com/2019/05/10/movies/sheherazade-review.html,The options are few and most of them involve risk or further deprivation for these French teenagers who face the world with little support.,The New York Times,"subject: Movies;organizations: Netflix Inc;creative_works: Sheherazade (Movie);persons: Marlin, Jean-Bernard;",2019-05-10T11:00:01+0000,350,By Helen T. Verongos,"firstname Helen, middlename T., lastname Verongos, qualifier None, title None, role reported, organization , rank 1",,Shéhérazade,518671,"Drama, Thriller, Romance",French,France,2018-09-05,106,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it..."
‘Long Shot’ Review: Charlize Theron and Seth Rogen Give Good Heart,https://www.nytimes.com/2019/05/02/movies/long-shot-review.html,The improbably yet perfectly paired stars play old friends who unexpectedly find love in this charming (and a bit vulgar) romantic comedy.,The New York Times,"subject: Movies;subject: Comedy and Humor;persons: Odenkirk, Bob;persons: Rogen, Seth;persons: Theron, Charlize;creative_works: Long Shot (Movie);persons: Levine, Jonathan A (1976- );",2019-05-02T17:43:25+0000,1025,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Long Shot,459992,"Comedy, Romance","French, English, Swedish",United States of America,2019-05-02,125,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers."
‘Kalank’ Review: A Bollywood Love Story in the Shadow of Partition,https://www.nytimes.com/2019/04/19/movies/kalank-review.html,Abhishek Varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,The New York Times,"subject: Movies;creative_works: Kalank (Movie);persons: Varman, Abhishek;",2019-04-19T15:38:08+0000,479,By Rachel Saltz,"firstname Rachel, middlename None, lastname Saltz, qualifier None, title None, role reported, organization , rank 1",,Kalank,556271,"Drama, Romance",Hindi,India,2019-04-17,166,"Set in 1945, in Pre-Independent India, the elite, opulent and solemn world of the Chaudhry family, and the wild, mysterious and musical underbelly of the town, Hira Mandi, clash when Roop Chaudhry encounters Zafar, a daredevil from Hira Mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring both worlds crashing down."
"‘Rafiki’ Review: Falling in Love, Illegally",https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,The story of a romance between two Kenyan women was shown at Cannes after being banned in Kenya.,The New York Times,"subject: Movies;persons: Kahiu, Wanuri;creative_works: Rafiki (Movie);persons: Mugatsia, Samantha;persons: Munyiva, Sheila;",2019-04-18T11:00:06+0000,251,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,Rafiki,517987,"Drama, Romance","Swahili, English","Kenya, South Africa",2018-09-26,82,"Kena and Ziki long for something more. Despite the political rivalry between their families, the girls resist and remain close friends, supporting each other to pursue their dreams in a conservative society. When love blossoms between them, the two girls will be forced to choose between happiness and safety."
"‘Diane’ Review: A Vibrant Tale of Love, Sisterhood and Decline",https://www.nytimes.com/2019/03/28/movies/diane-review.html,"Mary Kay Place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",The New York Times,"subject: Movies;creative_works: Diane (Movie);persons: Jones, Kent;persons: Place, Mary Kay;persons: Parsons, Estelle;persons: Martin, Andrea (1947- );",2019-03-28T11:00:01+0000,511,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Diane,177046,"Drama, History, Romance",English,United States of America,1956-01-12,110,"Asked by Francis I to tutor his son, Diane de Poitiers becomes the future King Henry II's mistress in 1500s France."
‘Five Feet Apart’ Review: Ailing Teenagers Live Dangerously for Love,https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,Haley Lu Richardson and Cole Sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,The New York Times,"subject: Movies;creative_works: Five Feet Apart (Movie);persons: Baldoni, Justin;",2019-03-14T13:00:07+0000,258,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,Five Feet Apart,527641,"Romance, Drama","English, French, Spanish",United States of America,2019-03-14,116,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction."
‘Ash Is Purest White’ Review: Love Smolders and Crime Pays in a Changing China,https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"In Jia Zhangke’s enthralling new feature, Zhao Tao and Liao Fan portray an underworld power couple at the mercy of time and fate.",The New York Times,subject: Movies;persons: Jia Zhang Ke;persons: Liao Fan (1974- );persons: Zhao Tao (1977- );creative_works: Ash Is Purest White (Movie);,2019-03-13T15:44:46+0000,911,By A.O. Scott,"firstname A., middlename O., lastname Scott, qualifier None, title None, role reported, organization , rank 1",,Ash Is Purest White,441393,"Crime, Romance, Drama",Mandarin,"France, Japan, China",2018-09-21,141,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him."
‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore,https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”,The New York Times,"subject: Movies;creative_works: Gloria Bell (Movie);persons: Moore, Julianne;persons: Turturro, John;persons: Lelio, Sebastian;",2019-03-07T18:49:47+0000,991,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Gloria Bell,491473,"Drama, Romance",English,"Chile, United States of America",2019-03-07,102,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family."
‘Black Mother’ Review: Exploring the Roots of Life Itself,https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",The New York Times,"subject: Documentary Films and Programs;persons: Allah, Khalik (1985- );creative_works: Black Mother (Movie);",2019-03-06T18:30:16+0000,380,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Black Mother,500859,Documentary,English,United States of America,2018-11-02,77,"Part film, part baptism, in BLACK MOTHER director Khalik Allah brings us on a spiritual journey through Jamaica. Soaking up its bustling metropolises and tranquil countryside, Allah introduces us to a succession of vividly rendered souls who call this island home. Their candid testimonies create a polyphonic symphony, set against a visual prayer of indelible portraiture. Thoroughly immersed between the sacred and profane, BLACK MOTHER channels rebellion and reverence into a deeply personal ode informed by Jamaica’s turbulent history but existing in the urgent present."
‘How to Train Your Dragon: The Hidden World’ Review: A Series Scales Up,https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,The third in this franchise concerns the exigencies that poor Hiccup must face as the leader of Berk.,The New York Times,"subject: Movies;persons: DeBlois, Dean;persons: Baruchel, Jay;persons: ABRAHAM, F MURRAY;persons: Ferrera, America;creative_works: How to Train Your Dragon: The Hidden World (Movie);",2019-02-21T00:02:36+0000,531,By Ben Kenigsberg,"firstname Ben, middlename None, lastname Kenigsberg, qualifier None, title None, role reported, organization , rank 1",,How to Train Your Dragon: The Hidden World,166428,"Animation, Family, Adventure",English,United States of America,2019-01-03,104,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind."
‘A Tuba to Cuba’ Review: A New Orleans Jazz Band Makes a Caribbean Connection,https://www.nytimes.com/2019/02/14/movies/a-tuba-to-cuba-review.html,This joyous documentary follows the Preservation Hall Jazz Band to Cuba for a celebration of musical history and common bonds.,The New York Times,"subject: Documentary Films and Programs;creative_works: A Tuba to Cuba (Movie);persons: Herrington, TG;persons: Clinch, Danny;subject: Jazz;organizations: Preservation Hall Jazz Band;",2019-02-14T12:00:01+0000,267,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,A Tuba to Cuba,502190,"Documentary, Music, History",English,"Cuba, United States of America",2019-02-15,82,"A son seeking to fulfill his late father’s dream takes his band from the storied city of New Orleans to the shores of Cuba, where — through the universal language of music — dark and ancient connections between their peoples reveal the roots of jazz."
"‘Fighting With My Family’ Review: They Body Slam You, Your Mum and Dad. Lovingly.",https://www.nytimes.com/2019/02/13/movies/fighting-with-my-family-review.html,"Dwayne Johnson helped produce this charming comedy about a family of professional wrestlers, their chops, drops and drama.",The New York Times,"subject: Movies;creative_works: Fighting with My Family (Movie);persons: Merchant, Stephen;persons: Pugh, Florence;persons: Johnson, Dwayne (1972- );persons: Headey, Lena;persons: Frost, Nick;persons: Vaughn, Vince;persons: Lowden, Jack (1990- );",2019-02-13T23:46:10+0000,759,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Fighting With My Family,445629,Comedy,English,"United Kingdom, United States of America",2019-02-14,108,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star."
"‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End",https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.",The New York Times,"subject: Movies;creative_works: Sorry Angel (Movie);persons: Honore, Christophe;",2019-02-12T21:46:52+0000,491,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Sorry Angel,485189,"Comedy, Drama, Romance","French, Spanish",France,2018-05-09,132,Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.
"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling",https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",The New York Times,"subject: Movies;creative_works: Berlin, I Love You (Movie);persons: Agron, Dianna;persons: Knightley, Keira;persons: Luna, Diego;persons: Mirren, Helen;persons: Rourke, Mickey;persons: Wilson, Luke;",2019-02-07T12:00:01+0000,227,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Berlin, I Love You",401686,Drama,"English, German","Germany, United States of America",2019-02-08,120,An anthology feature of 10 stories of romance set in the German capital.
"‘Untogether’ Review: Adrift in Los Angeles, Looking for Love",https://www.nytimes.com/2019/02/07/movies/untogether-review.html,Jemima Kirke and Lola Kirke play damaged siblings in this exasperatingly affected romantic drama from Emma Forrest.,The New York Times,"subject: Movies;persons: Dornan, Jamie;persons: Kirke, Jemima;persons: Kirke, Lola;creative_works: Untogether (Movie);persons: Forrest, Emma;",2019-02-07T12:00:01+0000,269,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Untogether,424651,"Comedy, Drama",English,United States of America,2019-02-08,98,"Once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. She begins a relationship with a rising author known for his wartime memoirs."
‘Cold War’ Review: Love Without Borders,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,Cold War,440298,"Drama, Romance, War, Music","German, Croatian, French, Italian, Polish, Russian","France, Poland, United Kingdom",2018-06-08,88,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other."
‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",The New York Times,"subject: Movies;creative_works: If Beale Street Could Talk (Movie);persons: Jenkins, Barry;persons: Baldwin, James (1924-87);persons: James, Stephan (1993- );persons: Layne, KiKi;persons: Wittrock, Finn;",2018-12-12T21:30:02+0000,1057,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,If Beale Street Could Talk,465914,"Romance, Drama",English,United States of America,2018-12-14,120,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence."
‘Asher’ Review: An Aging Hit Man Finds Love,https://www.nytimes.com/2018/12/06/movies/asher-review.html,Ron Perlman and Famke Janssen star in this film that finds a hired killer dealing with his own mortality.,The New York Times,"subject: Movies;creative_works: Asher (Movie);persons: Caton-Jones, Michael;persons: Perlman, Ron;persons: Janssen, Famke;",2018-12-06T12:00:04+0000,259,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Asher,529982,"Thriller, Action, Drama",English,United States of America,2018-12-07,117,"Asher is a former Mossad agent turned gun for hire, living an austere life in an ever-changing Brooklyn. Approaching the end of his career, he breaks the oath he took as a young man when he meets Sophie on a hit gone wrong. In order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be."
‘The Party’s Just Beginning’ Review: Loss and Love in Inverness,https://www.nytimes.com/2018/12/06/movies/the-partys-just-beginning-review.html,The actress Karen Gillan gets glum to play a depressed young woman in her feature directorial debut.,The New York Times,"subject: Movies;creative_works: The Party's Just Beginning (Movie);persons: Pace, Lee;persons: Gillan, Karen (1987- );persons: Beard, Matthew (1989- );",2018-12-06T12:00:01+0000,264,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,The Party’s Just Beginning,435557,"Drama, Comedy",English,"United Kingdom, United States of America",2018-12-07,91,"In a bleak Inverness midwinter, Luisaidh is careening off the rails after the suicide of her best friend. She medicates her misery with joyless sex, chips and a belief in the power of positive drinking. Surrounded by bittersweet memories, she struggles to find someone to talk to or some reason to make life worthwhile at the most stressful time of the year."
‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,https://www.nytimes.com/2018/12/06/movies/the-great-pretender-review.html,"In Nathan Silver’s new film, American bros break the hearts of beautiful Frenchwomen. Realism or wishful thinking?",The New York Times,"subject: Movies;creative_works: The Great Pretender (Movie);persons: Silver, Nathan (Film Director);persons: Garrel, Esther;",2018-12-06T12:00:01+0000,317,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,The Great Pretender,465937,Comedy,Cantonese,Hong Kong,1991-05-16,95,The Great Pretenders is a Hong Kong Comedy starring Tony Leung Chiu-Wai
‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,https://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html,"Flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a Mafia kidnapping through the prism of first love.",The New York Times,"subject: Movies;creative_works: Sicilian Ghost Story (Movie);persons: Grassadonia, Fabio;persons: Piazza, Antonio;",2018-11-29T12:00:06+0000,258,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Sicilian Ghost Story,453347,"Mystery, Drama, Fantasy",Italian,"France, Italy, Switzerland",2017-11-18,122,"In a little Sicilian village at the edge of a forest, Giuseppe, a boy of 13, vanishes. Luna, his classmate who loves him, refuses to accept his mysterious disappearance. She rebels against the silence and complicity that surround her, and to find him she descends into the dark world which has swallowed him up and which has a lake as its mysterious entrance."
‘The New Romantic’ Review: Experiments With Love and Money,https://www.nytimes.com/2018/11/08/movies/the-new-romantic-review.html,A college newspaper columnist writes about her experiences trading gifts for sex in a film that squanders its good will.,The New York Times,"subject: Movies;creative_works: The New Romantic (Movie);persons: Barden, Jessica (1992- );persons: Stone, Carly (Film Director);",2018-11-08T12:05:01+0000,269,By Teo Bugbee,"firstname Teo, middlename None, lastname Bugbee, qualifier None, title None, role reported, organization , rank 1",,The New Romantic,497864,"Drama, Comedy",English,Canada,2018-10-19,82,"In order to escape her looming post-graduation fate that includes student debt and zero romantic prospects, Blake Conway becomes a sugar baby. As the aspiring journalist and hopeless romantic documents the adventure, she sets out on a quest to figure out if society is right to judge these women and if her own self worth comes with a price."
‘Pimp’ Review: Blaxploitation and Lesbian Love,https://www.nytimes.com/2018/11/08/movies/pimp-review.html,This lurid melodrama follows a female pimp (Keke Palmer) and her girlfriend-prostitute.,The New York Times,"subject: Movies;persons: Palmer, Keke;persons: Gathegi, Edi;persons: Crokos, Christine;creative_works: Pimp (Movie);",2018-11-08T12:00:01+0000,270,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,Pimp,417688,Drama,English,United States of America,2018-11-09,86,"An urban love story set on the hard streets of the Bronx. A struggling female pimp, named Wednesday, grows up learning the game from her dad. Once he's gone she's left to look out for her prostitute mother and girlfriend Nikki."
‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"subject: Movies;persons: Roberts, Emma (1991- );persons: ANGARANO, MICHAEL;persons: Hemingway, Dree (1987- );creative_works: In a Relationship (Movie);persons: Boyd, Sam (Film Director);",2018-11-08T12:00:01+0000,253,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,In a Relationship,448447,"Drama, Comedy, Romance",English,"Mexico, United States of America",2018-11-09,92,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own."
"Review: In ‘Burning,’ Love Ignites a Divided World",https://www.nytimes.com/2018/10/25/movies/burning-review.html,The great South Korean director Lee Chang-dong’s latest involves three characters subsumed by desire and rage.,The New York Times,"subject: Movies;creative_works: Burning (Movie);persons: Lee Chang-dong;persons: Yeun, Steven;persons: Murakami, Haruki;",2018-10-25T17:39:04+0000,949,By Manohla Dargis,"firstname Manohla, middlename None, lastname Dargis, qualifier None, title None, role reported, organization , rank 1",,"Burning,",1173558,"Romance, Mystery, Drama",Portuguese,Brazil,2023-10-25,99,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension."
"Review: In ‘After Everything,’ a Young Love Blooms in Crisis",https://www.nytimes.com/2018/10/11/movies/after-everything-review.html,This cancer drama focuses less on the high stakes of illness than on how two young people talk to each other in sickness and in health.,The New York Times,"subject: Movies;creative_works: After Everything (Movie);persons: White, Jeremy Allen;persons: Monroe, Maika;",2018-10-11T11:00:01+0000,268,By Teo Bugbee,"firstname Teo, middlename None, lastname Bugbee, qualifier None, title None, role reported, organization , rank 1",,"After Everything,",820525,"Romance, Drama","English, Portuguese",United States of America,2023-09-13,93,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment."
Review: ‘Quincy’ Captures a Lifelong Love Affair With Music,https://www.nytimes.com/2018/09/20/movies/quincy-review-quincy-jones.html,"A documentary reveals its octogenarian subject as still busy and productive, and not a little haunted by memories of friends now gone.",The New York Times,"creative_works: Quincy (Movie);persons: Jones, Quincy;persons: Jones, Rashida;persons: Hicks, Alan;subject: Documentary Films and Programs;subject: Music;organizations: Netflix Inc;",2018-09-20T14:00:01+0000,460,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,Quincy,504561,"Documentary, Music",English,United States of America,2018-09-21,124,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.  Jones came to prominence in the 1950s as a jazz arranger and conductor before working on pop music and film scores. He moved easily between musical genres, producing major pop hits of the early 1960s  and serving as an arranger and conductor for several collaborations in the same time period."
"Review: In ‘Love, Gilda,’ a Portrait of a Brief and Brilliant Career",https://www.nytimes.com/2018/09/20/movies/love-gilda-review-saturday-night-live-documentary.html,"Adding to the booming genre of comedian documentaries, this film is an affectionate portrait of one of the first major stars of “Saturday Night Live.”",The New York Times,"subject: Documentary Films and Programs;creative_works: Love, Gilda (Movie);persons: Radner, Gilda;persons: D'Apolito, Lisa;creative_works: Saturday Night Live (TV Program);subject: Television;subject: Comedy and Humor;",2018-09-20T11:00:01+0000,421,By Jason Zinoman,"firstname Jason, middlename None, lastname Zinoman, qualifier None, title None, role reported, organization , rank 1",,"Love, Gilda,",511972,Documentary,English,,2018-04-18,84,"Diaries, audiotapes, videotapes and testimonies from friends and colleagues offer insight into the life and career of Gilda Radner -- the beloved comic and actress who became an icon on Saturday Night Live."
"Review: In ‘Tea With the Dames,’ Four Legends Dish on Acting and Love",https://www.nytimes.com/2018/09/20/movies/tea-with-the-dames-review.html,"This documentary with a simple premise — Eileen Atkins, Judi Dench, Joan Plowright and Maggie Smith in conversation — delivers insight and gossip.",The New York Times,"subject: Documentary Films and Programs;creative_works: Tea with the Dames (Movie);persons: Dench, Judi;persons: Smith, Maggie;persons: Plowright, Joan;persons: Hebets, Eileen A;persons: Michell, Roger;",2018-09-20T11:00:01+0000,271,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Tea With the Dames,",513648,Documentary,English,United Kingdom,2018-05-02,80,"BBC Arena's documentary on the Dames of British Theatre and film featuring Maggie Smith, Elieen Atkins, Judi Dench and Joan Plowright on screen together for the first time as they reminisce over a long summer weekend in a house Joan once shared with Sir Laurence Olivier."
"Review: In ‘Bel Canto,’ Music Is the Food of Love and Rebellion",https://www.nytimes.com/2018/09/13/movies/bel-canto-review-julianne-moore.html,Julianne Moore plays an opera singer trapped in a South American mansion in this disappointingly passionless film.,The New York Times,"subject: Movies;persons: Moore, Julianne;persons: Weitz, Paul;persons: Watanabe, Ken;creative_works: Bel Canto (Movie);",2018-09-13T11:00:01+0000,464,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,"Bel Canto,",519255,"Drama, Music, Romance, Thriller","English, Spanish, French, Japanese","Mexico, United States of America",2018-09-13,100,A famous opera singer is held hostage in South America by a guerrilla rebel group after performing at a Japanese businessman's lavish birthday party. Unexpected bonds are forged in the standoff that ensues.
"Review: In ‘The Citizen,’ an Immigrant Picks a Bad Time to Fall in Love",https://www.nytimes.com/2018/07/05/movies/the-citizen-review.html,"This Hungarian film is a careful, compassionate and beautifully acted character drama with a social conscience.",The New York Times,"subject: Movies;creative_works: The Citizen (Movie);persons: Vranik, Roland;",2018-07-05T12:00:01+0000,274,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"The Citizen,",408537,"Comedy, Drama",Spanish,"Argentina, Spain",2016-09-08,118,"After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worst idea of his life. Expect the unexpected when you have used real people as characters in your novels!"
"Review: In ‘Love, Cecil,’ an Aesthete Ahead of His Time",https://www.nytimes.com/2018/06/28/movies/love-cecil-beaton-documentary-review.html,"Lisa Immordino Vreeland’s new documentary is about Cecil Beaton, the British dandy, photographer and theatrical designer.",The New York Times,"subject: Documentary Films and Programs;creative_works: Love, Cecil (Movie);persons: Beaton, Cecil;persons: Vreeland, Lisa Immordino;",2018-06-28T11:00:01+0000,293,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Love, Cecil,",481845,Documentary,English,United States of America,2017-12-01,98,"A documentary about Academy Award-winning costume designer Cecil Beaton. A respected photographer, artist, and set designer, Beaton was best known for designing on award-winning films such as 'Gigi' (1958) and 'My Fair Lady' (1964). The film features archive footage and interviews with a number of models, artists, and filmmakers who worked closely with Beaton during his illustrious career."
Review: An Alien Teaches a Teenage Punk ‘How to Talk to Girls at Parties’,https://www.nytimes.com/2018/05/24/movies/how-to-talk-to-girls-at-parties-review.html,John Cameron Mitchell’s loony romantic comedy encourages young love to bloom in the soil of an alien visitation.,The New York Times,"subject: Movies;creative_works: How to Talk to Girls at Parties (Movie);persons: Mitchell, John Cameron;persons: Fanning, Elle;persons: Sharp, Alexander;",2018-05-24T11:00:01+0000,458,By Jeannette Catsoulis,"firstname Jeannette, middlename None, lastname Catsoulis, qualifier None, title None, role reported, organization , rank 1",,How to Talk to Girls at Parties,341689,"Comedy, Music, Romance, Science Fiction",English,"United Kingdom, United States of America",2017-10-06,103,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love."
"Review: In ‘Rogers Park,’ Life and Love in a Chicago Neighborhood",https://www.nytimes.com/2018/04/26/movies/review-rogers-park.html,Two couples struggle to find serenity as middle age and its multiple discontents come breathing down their necks.,The New York Times,"subject: Movies;creative_works: Rogers Park (Movie);persons: Henry, Kyle;",2018-04-26T11:00:10+0000,325,By Glenn Kenny,"firstname Glenn, middlename None, lastname Kenny, qualifier None, title None, role reported, organization , rank 1",,"Rogers Park,",884197,,,,2001-03-09,11,The connections between three strangers living in Chicago's Rogers Park neighborhood are explored in this short film.
